sentence,polarity,category,aspect
احب واعشق اهل تونس اخو من سعوديه,Positive,GENERAL,
ياعي علي تونس تحيه من سور,Positive,GENERAL,
انا من تونس و افتخر,Positive,GENERAL,
تونس عظيمه الله يحمي ويحمي اهل والله سبحانه يخرج فرنسي اروبي محتل غزاه ويرجع لنا ثرو يارب,Positive,GENERAL,
ياريت تجي في ليب تشرف,Positive,GENERAL,
من اطيب شعوب عربيه شعب تونس اهل كرم و كفلسطي شعرت ان كل ناس تحب و ترحب بي في تونس,Positive,GENERAL,
صحي ليك عند في جنوب تونسي خاصه قبلي اكله مشهوره جدا وهيا مطبقه مرحبا بك كلنا واحد,Positive,GENERAL,
الله ينصر,Positive,GENERAL,
محبا شرفت في كثير اكل اخري زور 2,Positive,GENERAL,
اني شكد احب شعب تونسي وطيبه شعب تونسي وان شاء الله ازور تونس واكل يمهم اخو من عراق,Positive,GENERAL,
احب هذا بلد سوف ازوره قريبا انشالله,Positive,GENERAL,
0650 قالولك مرقاز هاذاك متاع شنيه ههه و الا وكلوك طول ههه,Positive,FOOD#QUALITY,اكل
اخي ارجوك زور جزائر,Positive,GENERAL,
مرحبا بيك في تونس في كل وقت,Positive,RESTAURANT#LOCALISATION,عنوان
مشاء الله علي اكل تونسي قداه نموت عليه اخص لبلاببي و عجه بفواكه بحر في حلق واد دجاج محمر تحياتي من جزائر,Positive,FOOD#QUALITY,اكل
بليز جرب اكل جزائر,Positive,GENERAL,
باين خلص علي روحو انسي باش يخلصو عليك في تونس ههه,Positive,GENERAL,
هلا فيك بتونس,Positive,GENERAL,
بصراحه انا جزائري و اعيش في حدود تونس و هم اهل جود و كرم و خاصه اكل لذيذ جدا و نحن ايضا نطبخ مثل نفس تشكيله في كل شيء و انصح كل مواطن عربي انو ياتي لزياره هذه دوله لا بس راح او اي شيء شيء واحد اهل و اكل شيء خارق عاده شعب طيب جدا نموت علي ناس تونس,Positive,GENERAL,
تونسي و افتخر,Positive,GENERAL,
تحه كبيره لتونس وناس تونس احبكوم من مغرب,Positive,GENERAL,
يا باسل انت زرت تونس و مغرب مرحبا فيك في جزائر,Positive,GENERAL,
انت شجعت سياحه علي تونس انا متاكده ما حد شاف فيديو الا اجا في باله يزور تونس,Positive,GENERAL,
اريد اصفي نيه ما اكدر,Positive,GENERAL,
جرب الکل حواز ولا ما تخصر,Positive,GENERAL,
لو تجي دزاير تنخلع شحال عند اكل منوع,Positive,GENERAL,
حبيت لكسكسي,Positive,FOOD#QUALITY,اكل
حلقه راقيه في اجمل بلد عربي تونس خضراء تحيه من بلد رافد لكل من يتابع حلقه عراقيه مرت من هنا,Positive,GENERAL,
علاش مزرتش جزائر حرام عليك مزرتناش,Positive,GENERAL,
617 موجوده عراق ياكلو عند ريف,Positive,GENERAL,
ياكل راسك هذا الكل كليتو في يوم صحفه درع كيما هذيكه تقعد لثا يوم شبع,Positive,FOOD#QUALITY,اكل
مرحبا بك في جزائر عندخوك بدي في جامعه,Positive,GENERAL,
تحيه من بلاد رافد الي اهل في تونس حبيبه والي جميع اشقائ عرب لهم لا تفرق وحدت وانصر علي من يود تفرقت لهم امين يارب عالم,Positive,GENERAL,
جرب اكل ايرا تحفه,Positive,GENERAL,
ولد بلادي الله ينورك ويفضلك والد و لميمه لي طيبت و تعبت وشرفتناوالله نورت ربي ينورلك ايامك و يعتيك وقت طيب,Positive,GENERAL,
علاه حرام علي شهيتو فيهم الكل و خاصه حبيبتي وعشيرتي وحبي ملوخيه,Positive,FOOD#QUALITY,اكل
باسل انا مغربيه كتعجب بزاف او كنتبعك دائ عفاك واش كمكن تدع,Positive,GENERAL,
بالف هنا تحياتي ليك ولكل تونس اتم تشرف في قناتي تشوف اكل شيف اميره فهمي,Positive,GENERAL,
هريسه معج فلفل مش طماطم,Positive,GENERAL,
ما شاء الله علي اهل تونس ناس كرام و طيبه لكم تحيه من اخو معاذ شكيلي من سلطنه عمان,Positive,RESTAURANT#SERVICE,شاف
قلبي وجع حرام عليك ههه,Negative,GENERAL,
نورت في تونس مرحبا بيك,Positive,GENERAL,
والله عظيم انا تعب نفس وبابا متوفي وظروفي ماديه صعبه جدا وبشتغل عشان اصرف علي نفسي وانا بدرس يارب ساعد,Negative,GENERAL,
باسل غالي ياخي ماشفت الك فيديو بسور,Positive,GENERAL,
اول مره اشوف اكل تونسي احببته تحيه من مغرب,Positive,GENERAL,
اجا لمنزل بوزلفي,Positive,GENERAL,
الله الله الله اين كانت عني هذه قناه اشتراك و متابعه فورا تحاياي عم باسل حاج و ربي يسعدك,Positive,GENERAL,
اهلا بك اخي باسل حاج نتم منكم تزور في موري,Positive,GENERAL,
كسكسي ههه اخ بطني,Positive,FOOD#QUALITY,اكل
احلي تحيه من ليب مختار الي تونس خضراء واحلي كسكسي تونسي,Positive,FOOD#QUALITY,اكل
و الله انتو توانسه شعب طيب و راقي و الله كتير بحب اخو يوسف من بنزرت,Positive,GENERAL,
اتم تزور جزائر,Positive,GENERAL,
انا مغربيه او لازمك تجي مغرب تجرب اكل مغرب راح تجب,Positive,FOOD#QUALITY,اكل
حياه ساده مو حلوه جربه,Negative,GENERAL,
احب اكل تونسي ياريت اروح لتونس و اكل من اكل عراقي,Positive,FOOD#QUALITY,اكل
حرام انا بعيده علي تونس,Negative,GENERAL,
اخي دير بالك علي معدتك يا اخي شو معده الي عندك داي اكل اكل يا اخي خف علي نفسك ارحم,Negative,FOOD#QUALITY,اكل
اهل تونس رجال واهل كرم وليس بغريب علي تحياتي لهم اولا ولكن ثان محب من سعوديه,Positive,RESTAURANT#SERVICE,شاف
احمد الله علي حبكم لتونس بلدي,Positive,GENERAL,
لهم جمع مسلم علي طاعه تحيا تونس من سعوديه,Positive,GENERAL,
انا متابع قناتك واتم تروح دولتي عراق,Positive,GENERAL,
عصبانانه,Negative,FOOD#QUALITY,اكل
تحيه من سوريه شعب تونسي والله نحب برشا برشا,Positive,GENERAL,
اكل,Positive,GENERAL,
بريك فوقو تضع هريسه,Positive,GENERAL,
تونس احلي بلاد بناس و باكل ربي يخلي بلاد عزيزه,Positive,GENERAL,
والله ما شفت شي انت ما جربتش برشا اكل الذ بكثير من الي اكلت,Positive,FOOD#QUALITY,اكل
تحيه لاخوتي تونسي احلا ملوخيه اكلت علي ايد تونسيه تحيه من جزائر,Positive,FOOD#QUALITY,اكل
نتم تجي تزور في جنوب,Positive,GENERAL,
مرحبا بك في مدينه بسكره جزائر مع دباره تقليديه حاره,Positive,GENERAL,
تعال لتونس مره تانيه بلييز,Positive,GENERAL,
بيض,Negative,FOOD#QUALITY,اكل
تونسي اصيل اثبت ناس صفات عربي اصيل وهي كرم وماهي غريبه علي يا اهل كرم تونس خضراء محب من سعوديه,Positive,GENERAL,
تحيه من ليب لتونس خاوه خاوه,Positive,GENERAL,
انا من تونس ومرحبا بيكم,Positive,GENERAL,
ههه مرحبا بك في تونس في كل وقت,Positive,GENERAL,
عصب حبيبت عيد كبير عند في جزاير و فكل دول مغرب ام شهيت,Positive,GENERAL,
تحيه كبيره بحجم كون من يمن حبيبه الي تونس غاليه,Positive,GENERAL,
ان من تونس,Positive,GENERAL,
اعطي معدتك واو,Negative,GENERAL,
من فضلك صور حلق اخر في تونس حلقه بس ما تكفي في كثير اكل زكي في تونس,Positive,GENERAL,
تحيا من يبي,Positive,GENERAL,
حلقه جميله وبسيطه وناس محترمه ولاتتصنع ادام الله باعمار جميعا واوسط بجنته تحياتي لكم يا اهل تونس محبت من سعوديه,Positive,GENERAL,
انا تونسيه وتشرفت بيك انشاء الله تكون استمتعت,Positive,GENERAL,
اهل بيك في بلاد,Positive,GENERAL,
من مغرب حبيب تحيه كبيره لشعب تونس طيب,Positive,GENERAL,
بدي حلقه عن مصر,Positive,GENERAL,
والله انا سودا بحب والله شعب تونس وكلام جميل جدا جدا,Positive,GENERAL,
اول مره نشوف دروع وين يعملو في تونس,Positive,RESTAURANT#LOCALISATION,عنوان
الي يريد يعرف اكثر عن اكل تونسي يشترك بقناتي,Positive,GENERAL,
انا في قلبي عصب فل ككسس لي حب يذوق يدير جام,Positive,FOOD#QUALITY,اكل
والله انت اجدع راجل انا شوفته ونفسك حلوه ومتواضع براف براف برافو,Positive,RESTAURANT#SERVICE,شاف
احب تونس و احب اهل و احب اكل ما عدا هريسه عربي والله حرقت بطني حرق تحيه طيبه لكم من سعوديه,Negative,FOOD#QUALITY,اكل
انا تونسي و احب برشا اكل تونس,Positive,GENERAL,
مع الف شفاء وهناء مرحبا بك في بلدك ثاني تونس,Positive,GENERAL,
816 ديم يالرد سريع,Positive,GENERAL,
نيه كسكسي,Negative,FOOD#QUALITY,اكل
تحيه لاهل تونس اخو عبدالله من سعوديه,Positive,GENERAL,
عنو عجيب كان عليك كتابه عصب بدل كرش ههه ما هي اكلتك مفضله,Positive,GENERAL,
والله من زمان نفسي تعرف عصب,Positive,GENERAL,
مرحبا بيكم في تونس انا تونسي الي راح يجي لتونس يكلم باسل اخي عوز دعم,Positive,GENERAL,
تونس بلاد تانيه اخت من عنابه,Positive,GENERAL,
هادي تونس يا بابا,Positive,GENERAL,
في كمان ارز جبي يالله شو حلو وكثير اكل تونسيه تجنن ومذالك حلوي تونسه,Positive,GENERAL,
احلا تونس وحلا شعب تونس ويسعد رب تونس ورجال تونس وكرم تونس من قدس شريف,Positive,GENERAL,
يا اخو اسم اكله,Positive,GENERAL,
لماذا لم تزر جزر,Positive,GENERAL,
تحيا شعوب عربيه,Positive,GENERAL,
تعال الي قيرو و شوف كفتاجي لاصيل,Positive,GENERAL,
نحبك برشا ياتونس اهل كرم وشعب طيب ولدي كثير من اصدقاء توانسه محب من جده سعوديه,Positive,GENERAL,
الي مخلي نحب تونس كان ماكلت,Positive,GENERAL,
تحيه من كوكب زهره ارض,Positive,GENERAL,
مطبخ تونسي روعه ولي يحب يدلع بطنو يتزوج تونسيه,Positive,GENERAL,
تونس اقرب دوله الي قلوب مصري نحب برشا,Positive,GENERAL,
هيسه نفسه شطه,Positive,GENERAL,
انا تونسي مرحبا بيك في بلاد,Positive,GENERAL,
متت ضحك عليك وانت بتاكل بيض شبه نئ بس انتبه جدا مضر بيض النئ جدا,Negative,FOOD#QUALITY,اكل
اكل كلو بيض,Negative,FOOD#QUALITY,اكل
حبكم بلقلب يا اهل تونس اخو من اردن,Positive,GENERAL,
ههه درع لازمك تخلط كل شيئ معا بعضو تخليهش اككاك,Negative,FOOD#QUALITY,اكل
